order_category,order_value,item_value,quantity,time_to_return_request_hours,refund_amount,return_reason,returned_item_match,item_condition_score,package_weight_delta_pct,vision_confidence_score,account_age_days,lifetime_order_count,lifetime_return_count,total_spent,return_rate,return_velocity_30d,return_velocity_48h,shared_device_count,shared_address_count,shared_payment_fingerprint_count,device_return_velocity_7d,address_return_velocity_7d,payment_return_velocity_7d,cluster_return_velocity_7d
Other,150.68,150.68,1,98.78,140.32,Wrong size,True,0.9933975102467721,8.715466509931257,0.8833368611807166,843,30,6,664.49,0.2,0,0,1,2,2,0,0,0,0
Other,162.57,40.35,1,780.9485321550917,38.69,Wrong size,True,0.678,1.8448473468388826,0.854,707,94,62,222.85,0.6595744680851063,54,5,1,3,1,10,10,10,10
Apparel,156.28,156.28,1,290.87,149.42,Not as expected,True,0.987078822842382,9.253565947103922,0.9154967825888695,1096,34,30,119.36,0.8823529411764706,7,0,12,12,12,7,7,7,7
Luxury,92.76,22.87,1,494.14,20.84,Changed mind,True,0.8944272040800123,9.594198561858608,0.9744938206062628,6,49,8,316.38,0.16326530612244897,6,0,2,3,2,0,0,0,0
Other,173.58,150.62,1,715.97,134.58,Changed mind,True,0.9668088044438021,3.398324959942597,0.8753591406570748,954,80,8,654.14,0.1,0,0,5,3,3,3,2,0,3
Luxury,363.33,191.59,1,129.89,165.06,Wrong size,True,0.9900551735768488,3.3407640048973066,0.9324722127086421,35,52,8,107.99,0.15384615384615385,1,0,2,1,3,0,0,0,0
Electronics,163.99,163.99,1,103.18,145.29,Changed mind,True,0.8778911157598112,3.5363965678523734,0.9185908487163006,1404,76,10,326.84,0.13157894736842105,0,0,1,3,1,0,0,0,0
Home,51.18,8.31,1,710.59,8.02,Not as expected,True,0.9644202452513423,9.738350612812592,0.9946511082084034,1406,86,8,602.72,0.09302325581395349,0,0,2,5,2,0,0,2,2
Beauty,126.77,126.77,1,441.59,121.24,Not as expected,True,0.970378947043041,1.429074210727016,0.8508658091671555,1398,99,5,85.48,0.050505050505050504,0,0,1,3,4,0,0,0,0
Apparel,204.78,204.78,1,305.96,187.81,Wrong size,True,0.9296705745316878,5.403752037590353,0.908053584342143,143,82,6,729.62,0.07317073170731707,2,0,3,3,1,0,2,0,2
Electronics,135.2,135.2,1,310.54,115.97,Wrong size,True,0.9812049730866781,6.902400913032277,0.8654391083377557,1282,13,1,340.43,0.07692307692307693,0,0,3,4,2,0,0,0,0
Sports,49.03,17.65,1,189.52,15.28,Wrong size,True,0.9713308332134856,7.066519383321427,0.9741828085208017,865,65,6,266.98,0.09230769230769231,0,0,2,4,1,0,0,0,0
Luxury,135.26,135.26,1,569.3,117.5,Changed mind,True,0.8673175453461359,8.914819493457365,0.9659879893349422,3,94,12,322.39,0.1276595744680851,11,0,2,3,2,1,1,1,1
Home,162.0,148.24,1,664.48,136.0,Changed mind,True,0.9563500938042424,3.0006607137888572,0.8965876682336632,317,41,3,322.19,0.07317073170731707,0,0,2,1,2,0,0,0,0
Electronics,182.9,182.9,1,708.39,161.05,Wrong size,True,0.8799250123167506,5.484337122815348,0.8615702205133058,602,70,4,2826.56,0.05714285714285714,1,0,2,2,2,0,0,0,0
Apparel,140.7,48.94,1,374.26,47.32,Changed mind,True,0.8627784211844275,6.221047810702508,0.9243949593776892,1279,79,10,932.68,0.12658227848101267,0,0,3,5,3,0,0,0,0
Home,1464.81,51.36,1,6.04,49.05,Wrong size,True,0.8708777071967397,5.865830373199947,0.8776749925781316,3,50,10,425.54,0.2,6,0,3,1,5,1,1,1,1
Books,636.34,636.34,1,376.49,554.39,Wrong size,True,0.8901721760898988,8.219186691978672,0.9106132278106878,255,66,2,1148.66,0.030303030303030304,0,0,2,3,1,0,0,0,0
Books,183.52,20.77,1,397.95,19.41,Not as expected,True,0.84979479221765,2.8359721337541766,0.9172859784600381,1263,79,8,1107.53,0.10126582278481013,1,0,1,4,2,0,0,0,0
Electronics,434.95,351.22,1,20759.775284347303,318.67,Not as expected,True,0.821,5.725400509084018,0.863,1279,49,32,570.23,0.6530612244897959,26,3,2,1,1,7,7,7,7
Luxury,590.8,590.8,1,358.57,504.79,Wrong size,True,0.9552123953564268,1.5481242610363855,0.8619363708502793,605,79,10,642.52,0.12658227848101267,0,0,3,1,3,0,0,0,0
Home,435.31,173.59,1,123.07,160.97,Changed mind,True,0.9915147006403444,7.866509166925399,0.8542053391096815,1279,79,10,932.68,0.12658227848101267,0,0,3,5,3,0,0,0,0
Books,115.31,93.57,1,432.47,83.03,Not as expected,True,0.9112540461202917,2.80049630005593,0.900630306693885,1303,18,2,670.73,0.1111111111111111,0,0,2,2,1,0,0,0,0
Electronics,142.05,142.05,1,644.05,127.83,Not as expected,True,0.9303011322897341,8.116603100987794,0.890448261413411,1295,83,12,953.0,0.14457831325301204,0,0,3,4,1,7,0,0,7
Electronics,409.54,140.85,1,150.65,133.43,Not as expected,True,0.8668581785457133,0.4558024563943308,0.8876740672282611,0,91,13,1153.19,0.14285714285714285,9,0,1,1,1,1,1,1,1
Other,548.5,202.43,1,300.19,190.73,Not as expected,True,0.8832242666395933,0.14099884057115486,0.9009203226428565,1338,45,6,893.93,0.13333333333333333,0,0,2,4,2,0,0,0,0
Electronics,478.23,310.91,1,262.63,269.51,Changed mind,True,0.9937001829071266,6.337403006959688,0.9827300873762426,676,97,11,300.04,0.1134020618556701,0,0,1,2,1,0,0,0,0
Luxury,257.41,14.85,1,563.2,13.64,Changed mind,True,0.95415528181048,5.393714505459611,0.9117247325458786,893,71,6,75.83,0.08450704225352113,0,0,1,5,1,0,0,0,0
Home,166.26,5.27,1,164.71,4.64,Wrong size,True,0.9220246567696855,5.5912135548699124,0.9108013420053491,2,64,11,290.03,0.171875,11,0,3,2,3,1,1,1,1
Luxury,162.1,90.08,1,429.05,87.09,Not as expected,True,0.9817892107481215,0.6959797473087492,0.9071594955483006,842,100,14,576.84,0.14,0,0,1,3,3,0,1,0,1
Luxury,53.9,53.9,1,393.3,50.55,Changed mind,True,0.994006635208251,4.965149595862854,0.9145817875870561,5,58,6,565.55,0.10344827586206896,5,0,6,3,2,3,0,0,3
Apparel,127.64,75.45,1,389.28,73.59,Changed mind,True,0.8585605232176452,6.08279293263685,0.9561137828242999,3,46,2,497.26,0.043478260869565216,2,0,3,3,4,0,0,0,0
Electronics,247.05,40.42,1,180.23,39.32,Not as expected,True,0.9449663220683782,6.993478088559428,0.9653618462763103,351,83,5,492.5,0.060240963855421686,0,0,3,4,2,1,0,0,1
Sports,254.82,79.97,1,388.33,70.13,Changed mind,True,0.9062673466297594,6.877885173530071,0.8776741648650075,131,54,13,168.69,0.24074074074074073,0,0,3,1,2,0,0,1,1
Luxury,524.43,524.43,1,555.86,469.87,Wrong size,True,0.9180583995072741,4.9344343328708815,0.936924718811136,1167,44,39,315.74,0.8863636363636364,9,0,12,12,12,7,7,7,7
Beauty,131.36,23.34,1,715.74,20.69,Changed mind,True,0.817584007336481,2.41079277660008,0.8820669268627944,74,49,5,237.51,0.10204081632653061,0,0,2,3,1,0,1,0,1
Sports,415.51,185.77,1,710.55,174.43,Changed mind,True,0.8495952140721197,9.976945477492942,0.9875042797468866,404,69,9,228.78,0.13043478260869565,0,0,2,5,3,0,0,0,0
Books,564.33,564.33,1,56.07,506.69,Wrong size,True,0.8964710747548323,6.545791926500718,0.9568141082201852,6,46,6,64.0,0.13043478260869565,4,0,1,4,1,0,0,0,0
Electronics,395.07,114.05,1,290.56,107.59,Changed mind,True,0.8100902776238679,5.608382669139388,0.9638888201516839,629,20,1,1128.31,0.05,0,0,2,6,2,0,3,0,3
Electronics,205.49,200.79,1,440.51,198.19,Wrong size,True,0.8030532619123036,8.54039064630708,0.9129479313201263,758,88,7,368.97,0.07954545454545454,1,0,3,1,1,0,0,0,0
Books,143.47,143.47,1,595.0,123.63,Wrong size,True,0.9485854778117047,5.373326344278299,0.9112084522384689,815,79,6,490.17,0.0759493670886076,0,0,2,7,2,0,0,0,0
Other,66.06,44.5,1,157.88,40.64,Changed mind,True,0.9289763658570377,7.778463852877825,0.9643994919051404,255,74,3,1283.74,0.04054054054054054,0,0,2,1,1,0,0,0,0
Sports,20.87,3.13,1,192.23,2.69,Changed mind,True,0.8221083611915855,9.044313493757526,0.9823679016789268,1169,77,2,132.62,0.025974025974025976,0,0,2,3,1,0,0,0,0
Home,220.77,179.16,1,398.96,175.26,Changed mind,True,0.8793212132905133,4.635296722007674,0.9104554127254048,345,43,2,461.18,0.046511627906976744,0,0,4,2,4,3,2,0,3
Sports,206.58,72.43,1,306.66,62.0,Wrong size,True,0.9271871852737938,1.0730451827919196,0.9374330248445726,241,64,6,218.44,0.09375,0,0,1,2,2,0,0,0,0
Home,318.77,1.45,1,292.38,0.86,Changed mind,False,0.9997261675224351,78.32,0.216,937,68,8,1565.12,0.11764705882352941,1,0,2,2,1,0,0,0,0
Other,361.29,218.24,1,634.09,198.89,Changed mind,True,0.8914163809270299,0.9732380367990168,0.9983959723254147,389,91,3,346.97,0.03296703296703297,0,0,1,4,2,0,0,0,0
Luxury,664.37,20.08,1,57.36,19.13,Wrong size,True,0.559,7.347610735485453,0.826,417,78,6,411.49,0.07692307692307693,0,0,2,3,2,1,0,0,1
Luxury,180.86,180.86,1,145.72,164.08,Wrong size,True,0.9375071802950001,9.016534995557704,0.9150199682052583,1438,73,10,378.82,0.136986301369863,0,0,1,7,1,0,0,0,0
Home,112.01,69.96,1,18214.275025503026,61.72,Not as expected,True,0.815,9.57040323191661,0.855,707,94,62,222.85,0.6595744680851063,54,5,1,3,1,10,10,10,10
Electronics,89.24,89.24,1,523.44,88.29,Wrong size,True,0.84917522007782,8.566469785629979,0.9518019742359243,1,53,4,1155.83,0.07547169811320754,2,0,3,2,2,1,0,0,1
Luxury,209.2,68.84,1,673.24,66.34,Changed mind,True,0.92785999610778,5.537239147757845,0.9778986537948966,902,47,4,1160.57,0.0851063829787234,0,0,2,3,4,0,0,1,1
Electronics,136.34,53.31,1,434.53,51.76,Not as expected,True,0.8197102806516192,4.517161495876946,0.9174680679186213,874,81,11,471.86,0.13580246913580246,1,0,1,3,2,0,0,0,0
Other,178.45,53.15,1,71.88,47.54,Wrong size,True,0.8379599816915935,2.807382823065679,0.9019375981440878,1372,55,5,96.91,0.09090909090909091,0,0,1,2,3,0,0,0,0
Apparel,174.51,174.51,1,7153.061322152709,166.35,Wrong size,True,0.712,7.974515451247248,0.89,1426,48,32,158.11,0.6666666666666666,31,3,2,5,2,9,9,9,9
Home,224.47,147.24,1,102.61,140.3,Not as expected,True,0.810288594655332,3.428088606572631,0.9869143317211109,54,69,6,1272.43,0.08695652173913043,2,0,1,2,1,0,0,0,0
Electronics,804.66,647.29,1,288.34,600.94,Wrong size,True,0.877104144869316,9.40554998306954,0.9164480368164156,5,35,2,274.05,0.05714285714285714,1,0,2,2,2,0,0,0,0
Sports,342.06,342.06,1,479.58,336.87,Changed mind,True,0.9107222823866815,6.316090431549457,0.8917485943356372,2,22,3,689.98,0.13636363636363635,2,0,2,4,3,0,0,1,1
Other,453.22,453.22,1,696.71,452.87,Wrong size,True,0.9057390951652088,2.3421882905264226,0.9848423346918633,808,72,6,223.76,0.08333333333333333,0,0,2,3,2,0,1,0,1
Apparel,192.79,192.79,1,622.63,183.44,Changed mind,True,0.8453858196208597,0.34644344644245817,0.8621900472062544,2,65,11,136.18,0.16923076923076924,10,0,3,3,3,1,1,1,1
Sports,74.04,74.04,1,557.49,70.93,Wrong size,True,0.8077596799319207,1.9987344494745796,0.8825641581633673,573,75,10,486.08,0.13333333333333333,0,0,2,3,2,1,1,0,1
Sports,638.91,638.91,1,688.29,637.04,Changed mind,True,0.9665499257309396,8.762910774212841,0.9373877082520721,1385,78,11,104.99,0.14102564102564102,0,0,1,3,1,0,1,0,1
Home,172.96,45.05,1,313.71,40.6,Not as expected,True,0.8649098223429893,3.4215185632153746,0.9201051629044805,5,74,11,550.61,0.14864864864864866,8,0,5,1,1,0,0,0,0
Electronics,297.44,84.9,1,216.01,83.6,Not as expected,True,0.9221419656371488,6.107234523816746,0.8688307973889953,290,77,8,998.52,0.1038961038961039,0,0,3,2,3,2,0,1,2
Luxury,615.06,301.69,1,315.05,280.02,Wrong size,True,0.8066096377283937,4.4806471600679485,0.9791980496757811,1318,47,4,545.26,0.0851063829787234,0,0,1,4,1,0,0,0,0
Electronics,70.32,70.32,1,271.12,62.54,Wrong size,True,0.90045441929421,6.172135433526789,0.975095051871783,5,51,7,294.29,0.13725490196078433,6,0,1,2,1,0,0,0,0
Apparel,266.89,72.64,1,480.96,71.13,Changed mind,True,0.8963940085412784,6.263247580806138,0.9000422151371067,1482,96,10,156.98,0.10416666666666667,0,0,2,2,3,0,0,0,0
Luxury,742.65,390.55,1,50.77,339.76,Changed mind,True,0.25,8.48894721771254,0.682,270,82,13,225.99,0.15853658536585366,2,0,2,4,1,0,0,0,0
Beauty,152.55,32.64,1,55.25,32.41,Not as expected,True,0.8377045996174846,1.416268666944882,0.8633137739644594,712,57,5,663.99,0.08771929824561403,0,0,2,6,1,0,12,0,12
Home,867.57,867.57,1,49.27,820.28,Changed mind,True,0.9990673741867271,0.290599629995828,0.8564875708316286,6,72,8,490.96,0.1111111111111111,6,0,1,4,1,1,1,1,1
Luxury,362.13,362.13,1,225.99,338.01,Not as expected,True,0.8732580811974404,5.535462722686912,0.9310437189984098,473,57,9,993.87,0.15789473684210525,0,0,2,4,1,0,0,0,0
Apparel,330.47,112.26,1,341.67,111.95,Not as expected,True,0.994632871839804,1.2732712441956462,0.8705819478949788,1227,62,6,486.01,0.0967741935483871,0,0,2,5,3,0,0,0,0
Home,675.1,675.1,1,173.33,579.45,Not as expected,True,0.8630189384451568,4.520291542836618,0.9873424741937649,572,97,9,864.02,0.09278350515463918,1,0,2,2,3,0,0,7,7
Other,191.04,191.04,1,104.02,167.41,Changed mind,True,0.9453883693968639,4.54117251370554,0.990963673743241,800,80,8,158.06,0.1,0,0,2,3,2,0,0,0,0
Electronics,270.67,104.97,1,451.53,104.45,Wrong size,True,0.9240177596674073,8.07063290801118,0.9579500507477048,1383,62,5,774.27,0.08064516129032258,0,0,1,3,1,0,0,0,0
Apparel,86.33,26.4,1,185.55,25.72,Not as expected,True,0.9321233325108722,2.51333297653436,0.8880578908142959,451,69,4,656.55,0.057971014492753624,1,0,3,2,3,1,2,2,2
Sports,201.28,201.28,1,305.58,194.27,Not as expected,True,0.8864253143878758,0.9223118912550288,0.9517188848604264,366,15,1,279.78,0.06666666666666667,0,0,2,6,2,0,12,0,12
Electronics,308.65,308.65,1,176.73,284.03,Not as expected,True,0.9991751547647064,7.080625692041283,0.863925566753224,186,66,7,205.95,0.10606060606060606,0,0,3,3,1,0,0,0,0
Luxury,295.97,48.54,1,32.59,43.11,Wrong size,True,0.358,2.5518268232284305,0.647,1489,51,4,115.78,0.0784313725490196,0,0,1,2,1,0,0,0,0
Beauty,63.3,17.33,1,478.65,15.79,Not as expected,True,0.9990735157317712,0.3197901836759809,0.8766112145086121,1167,44,39,315.74,0.8863636363636364,9,0,12,12,12,7,7,7,7
Apparel,113.34,44.65,1,202.58,29.71,Not as expected,False,0.8070589992023253,47.3,0.147,205,45,3,347.79,0.06666666666666667,0,0,1,1,1,0,0,0,0
Apparel,159.02,0.32,1,125.64,0.32,Wrong size,True,0.9803839426720729,0.46743019446247813,0.8651938155991328,1385,78,11,104.99,0.14102564102564102,0,0,1,3,1,0,1,0,1
Electronics,86.94,64.52,1,231.55,55.01,Wrong size,True,0.9454377826101134,5.482397314876291,0.997354594545358,217,96,11,950.68,0.11458333333333333,0,0,2,5,2,0,0,0,0
Home,163.8,44.52,1,509.95,39.74,Changed mind,True,0.9617131214121127,5.569340866862902,0.9620412501886896,700,53,7,122.37,0.1320754716981132,0,0,5,2,3,0,0,0,0
Electronics,140.28,17.36,1,78.03,16.27,Wrong size,True,0.9934645003580556,6.4334794205072,0.8819139093756588,280,33,4,361.16,0.12121212121212122,0,0,3,3,1,1,0,0,1
Electronics,219.5,33.09,1,663.07,30.28,Changed mind,True,0.9996903499008503,5.4705327497077505,0.8662682269758806,44,93,9,150.06,0.0967741935483871,5,0,1,4,3,0,0,0,0
Apparel,50.18,7.2,1,696.35,6.93,Wrong size,True,0.8996832866191669,5.169294558027049,0.9625999234668395,1167,44,39,315.74,0.8863636363636364,9,0,12,12,12,7,7,7,7
Apparel,813.57,232.96,1,40.44,206.9,Not as expected,True,0.328,0.6673064652967997,0.674,1,48,11,296.68,0.22916666666666666,10,0,1,4,4,1,1,1,1
Electronics,581.71,87.95,1,19629.47912630582,82.54,Changed mind,True,0.833,5.1636895143968795,0.89,1198,86,56,1076.1,0.6511627906976745,51,2,1,3,2,6,7,7,7
Luxury,436.8,436.8,1,566.77,403.36,Not as expected,True,0.9445552649660651,9.936542592869605,0.9022981070184037,5,93,13,333.64,0.13978494623655913,11,0,4,4,1,0,0,0,0
Apparel,126.77,108.75,1,160.19,101.29,Wrong size,True,0.9910188208465981,2.989198240755271,0.8790907874631348,521,12,2,351.39,0.16666666666666666,0,0,2,4,2,0,0,0,0
Sports,112.88,112.88,1,165.7,106.89,Wrong size,True,0.9524599474849121,9.942741446810304,0.8777837025895936,2,22,19,654.55,0.8636363636363636,3,0,12,12,12,7,7,7,7
Luxury,148.77,88.4,1,125.67,83.23,Wrong size,True,0.8833501568231548,4.822968159707013,0.9436857834900386,1367,70,4,740.03,0.05714285714285714,0,0,3,2,3,2,0,0,2
Electronics,299.35,112.52,1,7.61,108.33,Not as expected,True,0.376,7.075803634370122,0.77,4,42,8,182.89,0.19047619047619047,7,0,2,3,3,1,1,1,1
Apparel,165.78,161.09,1,267.45,144.28,Not as expected,True,0.8206982000166736,7.289424134847831,0.9925971548800752,561,87,8,81.39,0.09195402298850575,0,0,2,4,2,0,0,0,0
Books,39.84,33.1,1,109.48,32.47,Wrong size,True,0.996393564270644,7.879997739755483,0.868774932561072,3,58,9,1148.32,0.15517241379310345,8,0,3,2,1,2,3,1,3
Other,107.59,19.18,1,713.66,16.51,Wrong size,True,0.8551324364111531,0.22098274864795098,0.9749364601423517,549,63,4,1051.38,0.06349206349206349,0,0,1,1,3,0,0,0,0
Other,195.15,36.42,1,574.11,32.24,Not as expected,True,0.8090981783109162,5.93869039189881,0.879023440401695,506,16,1,108.83,0.0625,0,0,1,4,3,0,0,0,0
Electronics,111.33,30.66,1,563.69,27.79,Wrong size,True,0.9534172929105514,8.03143843941423,0.86539210921277,1,72,11,810.02,0.1527777777777778,10,0,4,3,3,1,0,0,1
Luxury,153.6,135.51,1,122.62,129.6,Wrong size,True,0.9330853243675383,4.04879066147248,0.8849355685313316,1005,71,9,89.25,0.1267605633802817,0,0,1,1,2,0,0,0,0
Luxury,639.75,617.47,1,181.42,373.88,Wrong size,False,0.8010633836780047,39.04,0.338,3,88,14,149.08,0.1590909090909091,12,0,2,1,4,2,2,2,2
Electronics,211.77,27.58,1,239.93,26.24,Changed mind,True,0.9747185246729467,4.772267845605266,0.9954052248818438,2,92,11,182.08,0.11956521739130435,9,0,2,2,2,0,2,0,2
Luxury,1804.66,136.98,1,9.95,125.5,Not as expected,True,0.8802189649406715,0.44191563127324973,0.9656110648835793,1,70,7,625.68,0.1,6,0,1,2,1,0,0,0,0
Apparel,67.06,11.07,1,632.83,10.08,Changed mind,True,0.8179713685575194,0.36845619932945217,0.9075714937636301,1012,42,6,303.46,0.14285714285714285,0,0,2,3,3,0,0,0,0
Beauty,950.29,269.83,1,713.41,256.79,Changed mind,True,0.9852847475772263,7.918730418828036,0.9758430195523553,368,30,3,588.03,0.1,0,0,2,4,1,0,0,0,0
Home,426.19,128.41,1,278.33,122.25,Changed mind,True,0.9916069892022036,4.554345830448616,0.9848343754009401,977,69,5,1491.53,0.07246376811594203,0,0,3,2,2,0,0,0,0
Books,135.76,39.48,1,71.32,37.54,Not as expected,True,0.8804213448593565,9.134993503436213,0.8501479188516287,997,62,7,890.99,0.11290322580645161,0,0,2,3,2,1,0,0,1
Beauty,247.61,66.45,1,446.65,60.53,Wrong size,True,0.9396732490455337,1.745363629322505,0.9669317741270583,384,98,9,451.18,0.09183673469387756,0,0,2,4,2,0,2,0,2
Apparel,325.14,194.97,1,563.95,174.36,Wrong size,True,0.8070696305112409,9.404263236775105,0.9611603099056277,769,53,5,160.41,0.09433962264150944,0,0,2,4,4,0,0,0,0
Apparel,748.19,44.24,1,70.99,42.16,Wrong size,True,0.28,1.1558939207265695,0.765,808,93,4,125.77,0.043010752688172046,0,0,3,1,1,0,0,0,0
Electronics,701.39,701.39,1,503.7,612.81,Wrong size,True,0.8337041003361538,6.269625556636483,0.8918221347767039,908,100,11,632.8,0.11,0,0,3,2,1,0,0,0,0
Sports,76.09,19.68,1,523.43,13.45,Changed mind,False,0.8563622002947406,45.67,0.238,469,11,1,170.9,0.09090909090909091,0,0,2,4,2,0,0,1,1
Other,237.25,237.25,1,430.36,231.68,Changed mind,True,0.8083262628051022,2.0761510287048504,0.8619018435487206,289,95,11,820.7,0.11578947368421053,2,0,2,6,3,0,0,3,3
Home,394.2,89.46,1,405.77,81.13,Wrong size,True,0.9819461904186816,3.1875260398066088,0.8972539080693289,218,90,9,43.47,0.1,1,0,2,2,3,0,0,0,0
Beauty,193.49,2.88,1,3426.935142730671,2.48,Wrong size,True,0.949,3.5803153785642916,0.7,707,94,62,222.85,0.6595744680851063,54,5,1,3,1,10,10,10,10
Beauty,1274.33,364.42,1,194.37,318.04,Changed mind,True,0.9829666255122556,3.6034559675211266,0.8650913634512345,1058,82,9,206.81,0.10975609756097561,0,0,2,4,1,0,1,0,1
Home,75.34,20.49,1,78.35,17.42,Changed mind,True,0.8722073854708183,9.30743602923082,0.9699825525286627,484,61,54,1514.7,0.8852459016393442,11,0,12,12,12,7,7,7,7
Electronics,110.01,110.01,1,552.82,108.49,Not as expected,True,0.8039283494660655,0.7954886510878911,0.9899836851572812,41,98,9,651.73,0.09183673469387756,4,0,2,5,1,0,0,0,0
Apparel,555.4,306.58,1,485.16,282.39,Wrong size,True,0.8615396570511464,0.9869857153853434,0.9024294854296294,55,77,7,867.45,0.09090909090909091,0,0,2,2,2,2,0,1,2
Home,101.46,101.46,1,548.32,90.53,Not as expected,True,0.9184137790959149,0.7165194315019574,0.9781481981026036,1123,48,5,469.87,0.10416666666666667,0,0,3,2,1,0,0,0,0
Electronics,102.17,32.12,1,559.67,26.25,Not as expected,False,0.8686306526581089,72.33,0.243,1314,79,7,1278.55,0.08860759493670886,1,0,3,5,3,1,0,0,1
Books,147.68,57.49,1,138.43,53.26,Changed mind,True,0.9130005528620767,1.591368107265183,0.8619795977607594,182,100,8,273.11,0.08,2,0,2,2,3,0,0,0,0
Electronics,266.06,109.49,1,633.62,100.68,Wrong size,True,0.9413169105047465,1.3834451784872337,0.9904499748190158,478,92,6,291.72,0.06521739130434782,0,0,2,5,2,1,9,0,9
Home,444.06,38.48,1,275.87,34.25,Not as expected,True,0.9142199486097851,6.136649520271657,0.8919976203092519,395,75,10,1305.31,0.13333333333333333,0,0,2,3,4,0,2,0,2
Electronics,702.8,545.67,1,571.85,493.9,Wrong size,True,0.9961590338766151,2.871118209232111,0.8685142262453253,1162,68,7,165.19,0.10294117647058823,0,0,3,3,1,0,0,0,0
Home,509.05,509.05,1,85.04,488.17,Wrong size,True,0.9515346971261074,5.895323046226135,0.8954487499739235,372,75,6,661.58,0.08,0,0,5,2,3,0,0,0,0
Sports,60.92,12.62,1,390.47,11.21,Changed mind,True,0.857716565670479,2.3428653438762446,0.9173223010779833,6,67,5,108.76,0.07462686567164178,4,0,5,4,1,0,0,0,0
Electronics,311.08,165.67,1,6.45,163.56,Not as expected,True,0.447,3.8550286893415597,0.823,772,20,3,113.29,0.15,0,0,1,3,2,0,0,1,1
Electronics,242.17,202.02,1,244.35,196.84,Wrong size,True,0.9104813588817069,4.9787182924218705,0.9324170316211869,66,89,9,210.96,0.10112359550561797,1,0,5,2,2,0,0,0,0
Other,33.2,0.34,1,169.23,0.31,Changed mind,True,0.8195960685330328,8.238562721798367,0.9878168557956448,1429,24,2,147.57,0.08333333333333333,0,0,2,4,1,0,0,0,0
Sports,321.52,321.52,1,180.75,280.87,Not as expected,True,0.8456372874879488,2.5760563565326375,0.9214406895697062,0,27,5,460.03,0.18518518518518517,5,0,2,2,1,0,0,0,0
Luxury,86.8,86.8,1,318.71,76.02,Not as expected,True,0.9546703066572467,5.817750177437172,0.8649335830747721,4,18,3,324.44,0.16666666666666666,1,0,1,7,1,0,0,0,0
